0.971000;0.551000;0.629000
-0.888903;-0.599403;-0.557790
-0.807987;-0.647096;-0.487571
-0.729418;-0.693383;-0.419318
-0.654324;-0.737586;-0.353977
-0.583782;-0.779059;-0.292450
-0.518800;-0.817197;-0.235584
-0.460303;-0.851447;-0.184151
-0.409118;-0.881312;-0.138846
-0.365962;-0.906362;-0.100269
-0.331431;-0.926240;-0.068920
-0.305991;-0.940665;-0.045190
-0.289974;-0.949440;-0.029355
-0.283566;-0.952453;-0.021574
-0.286811;-0.949676;-0.021882
-0.299609;-0.941171;-0.030194
-0.321713;-0.927086;-0.046306
-0.352738;-0.907650;-0.069893
-0.392164;-0.883176;-0.100521
-0.439347;-0.854051;-0.137649
-0.493523;-0.820732;-0.180638
-0.553826;-0.783739;-0.228759
-0.619294;-0.743648;-0.281211
-0.688891;-0.701081;-0.337122
-0.761517;-0.656698;-0.395571
-0.836027;-0.611185;-0.455599
1.030753;0.536754;0.741778
0.956007;0.582409;0.681552
0.882912;0.627073;0.622709
0.812619;0.670057;0.566215
0.746240;0.710694;0.513001
0.684825;0.748354;0.463947
0.629351;0.782452;0.419871
0.580705;0.812455;0.381517
0.539672;0.837892;0.349542
0.506921;0.858363;0.324508
0.482997;0.873540;0.306872
0.468315;0.883175;0.296979
0.463146;0.887105;0.295060
0.467622;0.885251;0.301222
0.481728;0.877622;0.315455
0.505305;0.864313;0.337624
0.538051;0.845506;0.367477
0.579526;0.821465;0.404645
0.629159;0.792531;0.448650
0.686256;0.759120;0.498910
0.750012;0.721717;0.554749
0.819520;0.680864;0.615409
0.893788;0.637157;0.680058
0.971751;0.591233;0.747803
1.052289;0.543766;0.817706
1.134245;0.495448;0.888797
-0.908073;-0.588737;-0.576267
-0.826827;-0.636629;-0.505771
-0.747697;-0.683252;-0.437047
-0.671820;-0.727924;-0.371050
-0.600285;-0.769993;-0.308691
-0.534114;-0.808844;-0.250828
-0.474251;-0.843913;-0.198251
-0.421542;-0.874692;-0.151669
-0.376728;-0.900736;-0.111703
-0.340430;-0.921673;-0.078873
-0.313142;-0.937207;-0.053594
-0.295220;-0.947124;-0.036164
-0.286882;-0.951294;-0.026765
-0.288201;-0.949673;-0.025458
-0.299103;-0.942305;-0.032182
-0.319372;-0.929320;-0.046756
-0.348650;-0.910932;-0.068879
