-0.300000;0.450000;0.100000
0.308558;-0.551108;-0.179567
0.316839;-0.650651;-0.257937
0.324573;-0.747087;-0.333932
0.331494;-0.838923;-0.406408
0.337352;-0.924731;-0.474275
0.341910;-1.003178;-0.536513
0.344954;-1.073039;-0.592186
0.346289;-1.133220;-0.640455
0.345748;-1.182770;-0.680596
0.343192;-1.220901;-0.712004
0.338512;-1.246994;-0.734206
0.331631;-1.260613;-0.746870
0.322504;-1.261509;-0.749804
0.311122;-1.249624;-0.742965
0.297508;-1.225092;-0.726454
0.281719;-1.188239;-0.700522
0.263846;-1.139574;-0.665557
0.244011;-1.079785;-0.622085
0.222363;-1.009728;-0.570761
0.199081;-0.930411;-0.512356
0.174367;-0.842983;-0.447748
0.148447;-0.748716;-0.377911
0.121562;-0.648982;-0.303893
0.093969;-0.545239;-0.226809
0.065937;-0.439000;-0.147817
-0.562262;0.568178;0.131894
-0.590350;0.674729;0.211125
-0.618053;0.779095;0.288685
-0.645100;0.879749;0.363407
-0.671233;0.975223;0.434167
-0.696206;1.064123;0.499901
-0.719792;1.145158;0.559619
-0.741781;1.217153;0.612425
-0.761993;1.279069;0.657524
-0.780269;1.330019;0.694236
-0.796482;1.369282;0.722011
-0.810537;1.396310;0.740431
-0.822368;1.410741;0.749217
-0.831947;1.412403;0.748239
-0.839275;1.401314;0.737510
-0.844390;1.377687;0.717193
-0.847363;1.341920;0.687593
-0.848297;1.294596;0.649155
-0.847324;1.236471;0.602457
-0.844608;1.168463;0.548201
-0.840335;1.091639;0.487205
-0.834719;1.007199;0.420384
-0.827991;0.916457;0.348744
-0.820399;0.820823;0.273363
-0.812206;0.721780;0.195375
-0.803681;0.620860;0.115952
0.314703;-0.533315;-0.163711
0.323061;-0.633295;-0.242416
0.330926;-0.730474;-0.318978
0.338030;-0.823346;-0.392247
0.344120;-0.910470;-0.461121
0.348956;-0.990491;-0.524562
0.352319;-1.062161;-0.581618
0.354010;-1.124359;-0.631430
0.353857;-1.176104;-0.673249
0.351714;-1.216573;-0.706445
0.347466;-1.245115;-0.730520
0.341029;-1.261255;-0.745112
0.332353;-1.264706;-0.750000
0.321421;-1.255372;-0.745112
0.308250;-1.233350;-0.730520
0.292890;-1.198926;-0.706445
0.275425;-1.152574;-0.673249
0.255971;-1.094947;-0.631430
0.234672;-1.026867;-0.581618
0.211701;-0.949315;-0.524562
0.187257;-0.863411;-0.461121
0.161559;-0.770405;-0.392247
0.134847;-0.671650;-0.318978
0.107375;-0.568589;-0.242416
0.079408;-0.462726;-0.163711
-0.548779;0.544389;0.115952
-0.576912;0.651192;0.195375
-0.604713;0.756118;0.273363
-0.631912;0.857634;0.348744
-0.658248;0.954258;0.420384
-0.683473;1.044580;0.487205
-0.707353;1.127286;0.548201
-0.729677;1.201177;0.602457
-0.750257;1.265184;0.649155
-0.768932;1.318391;0.687593
-0.785567;1.360040;0.717193
-0.800059;1.389550;0.737510
-0.812339;1.406520;0.748239
-0.822368;1.410741;0.749217
-0.830145;1.402192;0.740431
-0.835698;1.381046;0.722011
-0.839092;1.347667;0.694236
-0.840424;1.302599;0.657524
-0.839821;1.246565;0.612425
-0.837439;1.180453;0.559619
-0.833461;1.105300;0.499901
-0.828096;1.022282;0.434167
-0.821571;0.932691;0.363407
-0.814131;0.837918;0.288685
-0.806036;0.739435;0.211125
-0.797556;0.638766;0.131894
0.311035;-0.512530;-0.147817
0.319460;-0.612886;-0.226809
0.327444;-0.710747;-0.303893
0.334722;-0.804598;-0.377911
0.341034;-0.892983;-0.447748
0.346139;-0.974528;-0.512356
0.349814;-1.047963;-0.570761
0.351854;-1.112138;-0.622085
0.352082;-1.166045;-0.665557
0.350347;-1.208827;-0.700522
0.346527;-1.239798;-0.726454
0.340533;-1.258447;-0.742965
0.332308;-1.264450;-0.749804
0.321827;-1.257672;-0.746870
0.309100;-1.238170;-0.734206
0.294173;-1.206195;-0.712004
0.277121;-1.162182;-0.680596
0.258054;-1.106749;-0.640455
0.237111;-1.040686;-0.592186
0.214459;-0.964943;-0.536513
0.190293;-0.880613;-0.474275
0.164827;-0.788923;-0.406408
0.138298;-0.691205;-0.333932
0.110957;-0.588886;-0.257937
0.083067;-0.483461;-0.179567
0.054902;-0.376471;-0.100000
-0.573264;0.630520;0.179567
-0.601153;0.735945;0.257937
-0.628494;0.838264;0.333932
-0.655023;0.935981;0.406408
-0.680489;1.027672;0.474275
-0.704655;1.112002;0.536513
-0.727307;1.187745;0.592186
-0.748250;1.253808;0.640455
-0.767317;1.309241;0.680596
-0.784369;1.353254;0.712004
-0.799296;1.385229;0.734206
-0.812023;1.404731;0.746870
-0.822504;1.411509;0.749804
-0.830729;1.405506;0.742965
-0.836723;1.386857;0.726454
-0.840543;1.355886;0.700522
-0.842278;1.313103;0.665557
-0.842050;1.259197;0.622085
-0.840010;1.195022;0.570761
-0.836335;1.121587;0.512356
-0.831230;1.040042;0.447748
-0.824918;0.951657;0.377911
-0.817641;0.857806;0.303893
-0.809656;0.759944;0.226809
-0.801231;0.659589;0.147817
0.307360;-0.491708;-0.131894
0.315840;-0.592376;-0.211125
0.323935;-0.690860;-0.288685
0.331374;-0.785632;-0.363407
0.337900;-0.875223;-0.434167
0.343265;-0.958241;-0.499901
0.347243;-1.033394;-0.559619
0.349625;-1.099506;-0.612425
0.350228;-1.155540;-0.657524
0.348896;-1.200608;-0.694236
0.345502;-1.233988;-0.722011
0.339949;-1.255133;-0.740431
0.332172;-1.263682;-0.749217
0.322143;-1.259462;-0.748239
0.309863;-1.242491;-0.737510
0.295370;-1.212981;-0.717193
0.278736;-1.171332;-0.687593
0.260061;-1.118126;-0.649155
0.239481;-1.054118;-0.602457
0.217157;-0.980227;-0.548201
0.193276;-0.897521;-0.487205
0.168052;-0.807199;-0.420384
0.141716;-0.710575;-0.348744
0.114517;-0.609059;-0.273363
0.086715;-0.504133;-0.195375
0.058583;-0.397331;-0.115952
-0.569605;0.609785;0.163711
-0.597571;0.715648;0.242416
-0.625043;0.818709;0.318978
-0.651755;0.917464;0.392247
-0.677453;1.010470;0.461121
-0.701898;1.096373;0.524562
-0.724868;1.173926;0.581618
-0.746167;1.242006;0.631430
-0.765622;1.299633;0.673249
-0.783086;1.345985;0.706445
-0.798446;1.380409;0.730520
-0.811617;1.402431;0.745112
-0.822549;1.411765;0.750000
-0.831225;1.408314;0.745112
-0.837662;1.392174;0.730520
-0.841910;1.363632;0.706445
-0.844053;1.323163;0.673249
-0.844206;1.271418;0.631430
-0.842515;1.209220;0.581618
-0.839152;1.137550;0.524562
-0.834316;1.057529;0.461121
-0.828226;0.970405;0.392247
-0.821122;0.877533;0.318978
-0.813257;0.780354;0.242416
-0.804899;0.680373;0.163711
0.303681;-0.470860;-0.115952
0.312206;-0.571780;-0.195375
0.320399;-0.670823;-0.273363
0.327991;-0.766457;-0.348744
0.334719;-0.857199;-0.420384
0.340335;-0.941639;-0.487205
0.344608;-1.018463;-0.548201
0.347324;-1.086471;-0.602457
0.348297;-1.144596;-0.649155
0.347363;-1.191920;-0.687593
0.344390;-1.227687;-0.717193
0.339275;-1.251315;-0.737510
0.331947;-1.262403;-0.748239
0.322368;-1.260741;-0.749217
0.310537;-1.246310;-0.740431
0.296482;-1.219282;-0.722011
0.280269;-1.180019;-0.694236
0.261993;-1.129069;-0.657524
0.241781;-1.067153;-0.612425
0.219792;-0.995158;-0.559619
0.196206;-0.914123;-0.499901
0.171233;-0.825223;-0.434167
0.145100;-0.729749;-0.363407
0.118053;-0.629095;-0.288685
0.090350;-0.524729;-0.211125
0.062262;-0.418178;-0.131894
-0.565937;0.589001;0.147817
-0.593969;0.695239;0.226809
-0.621562;0.798982;0.303893
-0.648447;0.898716;0.377911
-0.674367;0.992983;0.447748
-0.699081;1.080411;0.512356
-0.722363;1.159728;0.570761
-0.744011;1.229785;0.622085
-0.763846;1.289574;0.665557
-0.781719;1.338239;0.700522
-0.797508;1.375092;0.726454
-0.811122;1.399624;0.742965
-0.822504;1.411509;0.749804
-0.831631;1.410613;0.746870
-0.838512;1.396994;0.734206
-0.843192;1.370901;0.712004
-0.845748;1.332770;0.680596
-0.846289;1.283220;0.640455
-0.844954;1.223039;0.592186
-0.841910;1.153178;0.536513
-0.837352;1.074731;0.474275
-0.831494;0.988923;0.406408
-0.824573;0.897087;0.333932
-0.816839;0.800651;0.257937
-0.808558;0.701108;0.179567
-0.300000;0.450000;0.100000
0.308558;-0.551108;-0.179567
0.316839;-0.650651;-0.257937
